02-22-2023 20:47:36 RAM 4990/14907MB (lfb 676x4MB) SWAP 777/7454MB (cached 2MB) CPU [1%@2265,1%@2264,0%@2265,0%@2265,0%@2263,0%@2265,93%@2265,0%@2264] EMC_FREQ 1%@2133 GR3D_FREQ 8%@114 VIC_FREQ 115 APE 150 AUX@46C CPU@48.5C thermal@46.7C Tboard@44C AO@44.5C GPU@46.5C Tdiode@47.25C PMIC@50C GPU 307mW/307mW CPU 2304mW/2304mW SOC 2763mW/2763mW CV 0mW/0mW VDDRQ 307mW/307mW SYS5V 3024mW/3024mW
02-22-2023 20:47:50 RAM 8135/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [0%@2264,0%@2264,97%@2263,0%@2265,0%@2264,0%@2265,0%@2265,0%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 32%@624 VIC_FREQ 115 APE 150 AUX@46.5C CPU@49C thermal@47.7C Tboard@44C AO@45.5C GPU@48C Tdiode@48.25C PMIC@50C GPU 1074mW/1196mW CPU 2303mW/2282mW SOC 2915mW/3017mW CV 0mW/0mW VDDRQ 613mW/644mW SYS5V 3144mW/3147mW
02-22-2023 20:47:51 RAM 8416/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [0%@2265,0%@2264,99%@2265,0%@2259,0%@2265,0%@2265,0%@2264,0%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@675 VIC_FREQ 115 APE 150 AUX@46.5C CPU@49.5C thermal@47.85C Tboard@44C AO@45.5C GPU@48C Tdiode@48.25C PMIC@50C GPU 1381mW/1208mW CPU 2303mW/2283mW SOC 3069mW/3021mW CV 0mW/0mW VDDRQ 613mW/642mW SYS5V 3144mW/3146mW
02-22-2023 20:47:52 RAM 8417/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [2%@2262,1%@2265,99%@2265,2%@2263,7%@2265,1%@2265,0%@2263,9%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 77%@675 VIC_FREQ 115 APE 150 AUX@46.5C CPU@49.5C thermal@47.85C Tboard@44C AO@45.5C GPU@48.5C Tdiode@48.25C PMIC@50C GPU 1534mW/1227mW CPU 2455mW/2293mW SOC 3069mW/3023mW CV 0mW/0mW VDDRQ 613mW/640mW SYS5V 3185mW/3149mW
02-22-2023 20:47:53 RAM 8417/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [0%@2265,0%@2272,100%@2264,0%@2265,0%@2265,0%@2264,0%@2265,0%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 31%@675 VIC_FREQ 115 APE 150 AUX@46.5C CPU@49.5C thermal@47.85C Tboard@44C AO@45.5C GPU@48C Tdiode@48.25C PMIC@50C GPU 1381mW/1236mW CPU 2303mW/2294mW SOC 3069mW/3026mW CV 0mW/0mW VDDRQ 613mW/638mW SYS5V 3144mW/3148mW
02-22-2023 20:47:54 RAM 8417/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [0%@2258,0%@2265,38%@2265,1%@2265,61%@2265,2%@2264,5%@2264,2%@2254] EMC_FREQ 5%@2133 GR3D_FREQ 30%@675 VIC_FREQ 115 APE 150 AUX@46.5C CPU@49.5C thermal@48C Tboard@44C AO@45.5C GPU@48.5C Tdiode@48.25C PMIC@50C GPU 1381mW/1243mW CPU 2456mW/2302mW SOC 3069mW/3028mW CV 0mW/0mW VDDRQ 613mW/637mW SYS5V 3144mW/3148mW
02-22-2023 20:47:55 RAM 8417/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [1%@2265,0%@2265,1%@2265,0%@2265,99%@2262,0%@2265,0%@2265,1%@2266] EMC_FREQ 6%@2133 GR3D_FREQ 31%@675 VIC_FREQ 115 APE 150 AUX@46.5C CPU@49.5C thermal@48C Tboard@44C AO@45.5C GPU@48.5C Tdiode@48.5C PMIC@50C GPU 1381mW/1250mW CPU 2303mW/2302mW SOC 3069mW/3030mW CV 0mW/0mW VDDRQ 613mW/636mW SYS5V 3144mW/3148mW
02-22-2023 20:47:56 RAM 8417/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [0%@2254,1%@2261,0%@2265,0%@2265,99%@2264,0%@2265,0%@2265,0%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 30%@675 VIC_FREQ 115 APE 150 AUX@46.5C CPU@49.5C thermal@48C Tboard@44C AO@45.5C GPU@48.5C Tdiode@48.25C PMIC@50C GPU 1381mW/1256mW CPU 2303mW/2302mW SOC 3069mW/3032mW CV 0mW/0mW VDDRQ 613mW/635mW SYS5V 3144mW/3148mW
02-22-2023 20:47:57 RAM 8417/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [3%@2264,0%@2265,0%@2265,6%@2262,100%@2265,0%@2265,1%@2262,10%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 29%@675 VIC_FREQ 115 APE 150 AUX@46.5C CPU@49.5C thermal@48.35C Tboard@44C AO@45.5C GPU@48.5C Tdiode@48.5C PMIC@50C GPU 1534mW/1269mW CPU 2456mW/2309mW SOC 3069mW/3034mW CV 0mW/0mW VDDRQ 613mW/634mW SYS5V 3144mW/3148mW
02-22-2023 20:47:58 RAM 8417/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [0%@2265,0%@2259,0%@2266,0%@2262,99%@2265,0%@2265,0%@2265,0%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 30%@675 VIC_FREQ 115 APE 150 AUX@47C CPU@49.5C thermal@48.2C Tboard@45C AO@45.5C GPU@48.5C Tdiode@48.5C PMIC@50C GPU 1381mW/1274mW CPU 2303mW/2309mW SOC 3069mW/3035mW CV 0mW/0mW VDDRQ 613mW/633mW SYS5V 3144mW/3147mW
02-22-2023 20:47:59 RAM 8418/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [1%@2265,0%@2264,4%@2267,1%@2264,99%@2266,0%@2265,6%@2263,0%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 25%@828 VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.35C Tboard@45C AO@46C GPU@48.5C Tdiode@48.5C PMIC@50C GPU 1841mW/1297mW CPU 2302mW/2309mW SOC 3069mW/3037mW CV 0mW/0mW VDDRQ 613mW/632mW SYS5V 3144mW/3147mW
02-22-2023 20:48:00 RAM 8417/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [2%@2264,0%@2264,0%@2265,1%@2265,100%@2260,0%@2265,0%@2262,0%@2264] EMC_FREQ 6%@2133 GR3D_FREQ 83%@828 VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.2C Tboard@45C AO@45.5C GPU@48.5C Tdiode@48.5C PMIC@50C GPU 1841mW/1319mW CPU 2302mW/2308mW SOC 3069mW/3038mW CV 0mW/0mW VDDRQ 613mW/631mW SYS5V 3144mW/3147mW
02-22-2023 20:48:01 RAM 8417/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [0%@2264,0%@2264,0%@2266,0%@2265,100%@2265,0%@2265,0%@2265,0%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 23%@828 VIC_FREQ 115 APE 150 AUX@47C CPU@49.5C thermal@48.35C Tboard@45C AO@46C GPU@48.5C Tdiode@48.5C PMIC@50C GPU 1688mW/1333mW CPU 2303mW/2308mW SOC 3069mW/3039mW CV 0mW/0mW VDDRQ 613mW/630mW SYS5V 3144mW/3147mW
02-22-2023 20:48:02 RAM 8417/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [9%@2265,0%@2265,0%@2265,0%@2265,100%@2265,0%@2265,0%@2264,8%@2264] EMC_FREQ 6%@2133 GR3D_FREQ 9%@828 VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.2C Tboard@45C AO@46C GPU@48.5C Tdiode@48.75C PMIC@50C GPU 1534mW/1341mW CPU 2456mW/2314mW SOC 2915mW/3034mW CV 0mW/0mW VDDRQ 613mW/630mW SYS5V 3144mW/3147mW
02-22-2023 20:48:03 RAM 8417/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [0%@2265,0%@2265,0%@2265,1%@2265,99%@2258,0%@2265,0%@2265,0%@2262] EMC_FREQ 5%@2133 GR3D_FREQ 24%@828 VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.35C Tboard@45C AO@46C GPU@48.5C Tdiode@48.5C PMIC@50C GPU 1688mW/1353mW CPU 2303mW/2313mW SOC 2915mW/3030mW CV 0mW/0mW VDDRQ 613mW/629mW SYS5V 3144mW/3147mW
02-22-2023 20:48:04 RAM 8418/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [1%@2264,0%@2266,4%@2265,0%@2266,100%@2267,1%@2265,0%@2265,6%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 24%@828 VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.35C Tboard@45C AO@46C GPU@48.5C Tdiode@48.75C PMIC@50C GPU 1688mW/1365mW CPU 2303mW/2313mW SOC 3069mW/3031mW CV 0mW/0mW VDDRQ 613mW/629mW SYS5V 3144mW/3147mW
02-22-2023 20:48:05 RAM 8418/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [2%@2265,0%@2265,1%@2274,0%@2260,100%@2265,0%@2265,0%@2261,0%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 25%@828 VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.2C Tboard@45C AO@46C GPU@48.5C Tdiode@48.75C PMIC@50C GPU 1688mW/1375mW CPU 2303mW/2312mW SOC 2915mW/3028mW CV 0mW/0mW VDDRQ 613mW/628mW SYS5V 3104mW/3145mW
02-22-2023 20:48:06 RAM 8798/14907MB (lfb 573x4MB) SWAP 777/7454MB (cached 2MB) CPU [0%@2266,0%@2265,0%@2261,0%@2265,89%@2266,0%@2266,0%@2264,0%@2265] EMC_FREQ 10%@2133 GR3D_FREQ 31%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50C thermal@48.85C Tboard@45C AO@46C GPU@49C Tdiode@48.75C PMIC@50C GPU 2148mW/1400mW CPU 2148mW/2307mW SOC 3374mW/3039mW CV 0mW/0mW VDDRQ 920mW/637mW SYS5V 3265mW/3149mW
02-22-2023 20:48:07 RAM 10661/14907MB (lfb 239x4MB) SWAP 777/7454MB (cached 2MB) CPU [2%@2264,4%@2259,1%@2266,2%@2265,99%@2264,0%@2265,9%@2265,0%@2267] EMC_FREQ 11%@2133 GR3D_FREQ 24%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50C thermal@48.5C Tboard@45C AO@46C GPU@49C Tdiode@48.75C PMIC@50C GPU 1688mW/1409mW CPU 2302mW/2307mW SOC 3222mW/3044mW CV 0mW/0mW VDDRQ 767mW/641mW SYS5V 3225mW/3151mW
02-22-2023 20:48:08 RAM 11029/14907MB (lfb 147x4MB) SWAP 777/7454MB (cached 2MB) CPU [3%@2265,1%@2265,0%@2264,9%@2263,99%@2264,0%@2263,3%@2266,2%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 2%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50C thermal@48.7C Tboard@45C AO@46C GPU@48.5C Tdiode@48.75C PMIC@50C GPU 1381mW/1408mW CPU 2763mW/2321mW SOC 3069mW/3045mW CV 0mW/0mW VDDRQ 613mW/641mW SYS5V 3144mW/3151mW
02-22-2023 20:48:09 RAM 11024/14907MB (lfb 147x4MB) SWAP 777/7454MB (cached 2MB) CPU [5%@2265,2%@2263,6%@2264,2%@2265,99%@2265,0%@2265,13%@2265,6%@2264] EMC_FREQ 7%@2133 GR3D_FREQ 49%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50C thermal@48.7C Tboard@45C AO@46C GPU@49C Tdiode@49C PMIC@50C GPU 1688mW/1417mW CPU 2610mW/2329mW SOC 3069mW/3046mW CV 0mW/0mW VDDRQ 613mW/640mW SYS5V 3144mW/3151mW
02-22-2023 20:48:10 RAM 11024/14907MB (lfb 147x4MB) SWAP 777/7454MB (cached 2MB) CPU [4%@2266,6%@2265,2%@2270,2%@2265,100%@2265,1%@2277,11%@2265,0%@2264] EMC_FREQ 6%@2133 GR3D_FREQ 27%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50.5C thermal@49C Tboard@45C AO@46C GPU@49C Tdiode@49C PMIC@50C GPU 1841mW/1429mW CPU 2609mW/2337mW SOC 3069mW/3046mW CV 0mW/0mW VDDRQ 613mW/639mW SYS5V 3144mW/3151mW
02-22-2023 20:48:11 RAM 11024/14907MB (lfb 147x4MB) SWAP 777/7454MB (cached 2MB) CPU [0%@2265,0%@2265,1%@2265,0%@2265,100%@2264,0%@2265,2%@2266,0%@2263] EMC_FREQ 6%@2133 GR3D_FREQ 21%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50C thermal@48.7C Tboard@45C AO@46C GPU@49C Tdiode@49C PMIC@50C GPU 1534mW/1432mW CPU 2456mW/2340mW SOC 2915mW/3043mW CV 0mW/0mW VDDRQ 613mW/638mW SYS5V 3104mW/3149mW
02-22-2023 20:48:12 RAM 11024/14907MB (lfb 147x4MB) SWAP 777/7454MB (cached 2MB) CPU [3%@2265,6%@2266,0%@2266,0%@2265,100%@2265,0%@2264,8%@2266,0%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 62%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50C thermal@48.7C Tboard@45C AO@46.5C GPU@49C Tdiode@49C PMIC@50C GPU 1688mW/1438mW CPU 2455mW/2344mW SOC 3069mW/3044mW CV 0mW/0mW VDDRQ 613mW/638mW SYS5V 3144mW/3149mW
02-22-2023 20:48:13 RAM 11024/14907MB (lfb 147x4MB) SWAP 777/7454MB (cached 2MB) CPU [4%@2266,0%@2264,0%@2267,0%@2265,100%@2265,0%@2265,0%@2265,1%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 23%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50.5C thermal@48.7C Tboard@45C AO@46.5C GPU@49C Tdiode@49C PMIC@50C GPU 1688mW/1445mW CPU 2455mW/2346mW SOC 3069mW/3044mW CV 0mW/0mW VDDRQ 613mW/637mW SYS5V 3144mW/3149mW
02-22-2023 20:48:15 RAM 11024/14907MB (lfb 147x4MB) SWAP 777/7454MB (cached 2MB) CPU [2%@2265,0%@2264,0%@2262,1%@2265,98%@2263,0%@2265,0%@2265,0%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 29%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50C thermal@49C Tboard@45C AO@46.5C GPU@49C Tdiode@49C PMIC@50C GPU 1995mW/1459mW CPU 2302mW/2345mW SOC 3069mW/3045mW CV 0mW/0mW VDDRQ 767mW/640mW SYS5V 3185mW/3150mW
02-22-2023 20:48:16 RAM 11024/14907MB (lfb 147x4MB) SWAP 777/7454MB (cached 2MB) CPU [1%@2270,0%@2265,0%@2265,0%@2264,99%@2266,0%@2260,0%@2265,0%@2264] EMC_FREQ 6%@2133 GR3D_FREQ 23%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50.5C thermal@49C Tboard@45C AO@46.5C GPU@49C Tdiode@49C PMIC@50C GPU 1534mW/1461mW CPU 2303mW/2344mW SOC 3069mW/3045mW CV 0mW/0mW VDDRQ 613mW/640mW SYS5V 3144mW/3150mW
02-22-2023 20:48:17 RAM 11024/14907MB (lfb 147x4MB) SWAP 777/7454MB (cached 2MB) CPU [0%@2265,0%@2262,0%@2265,1%@2265,100%@2265,0%@2265,0%@2265,0%@2264] EMC_FREQ 6%@2133 GR3D_FREQ 29%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50C thermal@48.85C Tboard@45C AO@46.5C GPU@49C Tdiode@49C PMIC@50C GPU 1841mW/1470mW CPU 2302mW/2343mW SOC 3069mW/3046mW CV 0mW/0mW VDDRQ 613mW/639mW SYS5V 3144mW/3150mW
02-22-2023 20:48:18 RAM 11025/14907MB (lfb 147x4MB) SWAP 777/7454MB (cached 2MB) CPU [8%@2265,0%@2265,4%@2265,0%@2265,98%@2265,0%@2265,10%@2267,1%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 29%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50C thermal@48.85C Tboard@45C AO@46.5C GPU@49C Tdiode@49.25C PMIC@50C GPU 1841mW/1479mW CPU 2455mW/2346mW SOC 3069mW/3046mW CV 0mW/0mW VDDRQ 767mW/642mW SYS5V 3185mW/3150mW
02-22-2023 20:48:19 RAM 11025/14907MB (lfb 147x4MB) SWAP 777/7454MB (cached 2MB) CPU [1%@2260,0%@2265,1%@2265,7%@2268,100%@2265,0%@2266,0%@2265,1%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 22%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50.5C thermal@48.7C Tboard@45C AO@46.5C GPU@49C Tdiode@49.25C PMIC@50C GPU 1534mW/1480mW CPU 2762mW/2356mW SOC 2915mW/3043mW CV 0mW/0mW VDDRQ 613mW/641mW SYS5V 3144mW/3150mW
02-22-2023 20:48:20 RAM 11025/14907MB (lfb 147x4MB) SWAP 777/7454MB (cached 2MB) CPU [2%@2265,0%@2266,0%@2262,0%@2265,100%@2264,0%@2259,0%@2265,0%@2264] EMC_FREQ 6%@2133 GR3D_FREQ 28%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50.5C thermal@48.85C Tboard@45C AO@46.5C GPU@49C Tdiode@49.25C PMIC@50C GPU 1688mW/1485mW CPU 2456mW/2358mW SOC 3069mW/3044mW CV 0mW/0mW VDDRQ 613mW/641mW SYS5V 3144mW/3150mW
02-22-2023 20:48:21 RAM 11384/14907MB (lfb 101x4MB) SWAP 777/7454MB (cached 2MB) CPU [0%@2265,0%@2265,0%@2265,0%@2263,100%@2265,0%@2265,0%@2265,0%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 0%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50.5C thermal@48.85C Tboard@45C AO@46.5C GPU@49C Tdiode@49.25C PMIC@50C GPU 1228mW/1479mW CPU 2303mW/2357mW SOC 2917mW/3041mW CV 0mW/0mW VDDRQ 460mW/637mW SYS5V 3104mW/3149mW
02-22-2023 20:48:22 RAM 11383/14907MB (lfb 101x4MB) SWAP 777/7454MB (cached 2MB) CPU [0%@2266,0%@2265,0%@2265,1%@2259,98%@2265,0%@2265,0%@2265,0%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@828 VIC_FREQ 115 APE 150 AUX@48C CPU@50.5C thermal@48.85C Tboard@45C AO@46.5C GPU@49C Tdiode@49.25C PMIC@50C GPU 1688mW/1484mW CPU 2302mW/2355mW SOC 3069mW/3042mW CV 0mW/0mW VDDRQ 613mW/636mW SYS5V 3185mW/3150mW
02-22-2023 20:48:23 RAM 11384/14907MB (lfb 101x4MB) SWAP 777/7454MB (cached 2MB) CPU [8%@2265,0%@2265,1%@2263,0%@2265,98%@2265,0%@2263,9%@2265,0%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 30%@828 VIC_FREQ 115 APE 150 AUX@47.5C CPU@50.5C thermal@48.85C Tboard@45C AO@46.5C GPU@49C Tdiode@49.25C PMIC@50C GPU 1841mW/1491mW CPU 2455mW/2357mW SOC 3069mW/3042mW CV 0mW/0mW VDDRQ 613mW/636mW SYS5V 3185mW/3151mW
